property_type,city,baths,area,bedrooms,price
2,4,0,3,3,6000000
2,4,0,5,4,8000000
2,3,7,14,6,18500000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,4,0,6500000
2,3,0,5,0,10000000
2,3,0,7,0,14500000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,11000000
2,3,0,7,0,14500000
2,3,0,7,0,14500000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,7,0,14500000
2,3,0,7,0,14500000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,11000000
2,3,0,7,0,15000000
2,3,0,5,0,10000000
2,3,0,5,0,11000000
2,3,0,5,0,10000000
2,3,0,5,0,11000000
2,3,0,5,0,11000000
2,3,0,5,0,10000000
2,3,0,5,0,9500000
2,3,0,5,0,10000000
2,2,3,8,3,9500000
3,2,2,4.2,2,9500000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,5,3,13000000
2,2,3,3.2,2,9000000
2,2,3,3.2,2,9000000
3,2,4,8,4,22000000
2,2,3,3.2,2,9000000
2,2,0,4.8,0,5000000
3,2,2,4.8,3,8800000
0,2,3,8,3,22000000
3,2,1,3.6,2,4800000
3,2,2,3.3,2,6500000
3,2,3,4.7,3,6000000
3,2,2,4.2,2,9000000
3,2,3,6,3,10500000
3,2,2,5.6,2,8500000
2,2,4,12,4,67500000
3,2,3,10.4,3,28000000
2,2,3,6.4,3,10500000
0,2,3,4.8,2,6150000
1,2,2,2.8,3,3500000
2,2,3,9.6,3,49000000
2,2,6,9.6,6,35000000
3,2,3,7.6,3,11900000
3,2,2,4.4,2,6944000
3,2,2,6.2,2,9716000
2,2,2,8,2,15000000
2,2,2,6,2,13000000
2,2,2,8,2,13500000
2,2,6,3.2,9,8000000
3,2,2,4.4,2,1400000
2,2,2,6,2,14500000
3,2,2,4.5,2,7500000
2,2,2,8,2,19500000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,5,0,10000000
2,3,0,7,0,15000000
2,1,6,10,5,22000000
2,1,6,10,5,24000000
2,1,6,10,5,22000000
2,1,6,10,5,22500000
2,1,5,10,4,22000000
2,1,6,10,5,22000000
2,1,6,10,5,24000000
2,1,6,10,5,22000000
2,1,6,12,5,24000000
2,1,6,10,5,20000000
2,1,6,10,5,22000000
2,1,6,10,5,26000000
2,1,0,5,2,5100000
2,1,0,5,0,6000000
2,1,0,8.5,3,9000000
2,1,0,5,4,6200000
2,1,0,5,2,4500000
2,1,0,10,4,14900000
2,1,0,7.5,2,6500000
2,1,0,4,2,4100000
2,4,3,5,3,10500000
2,4,3,2,3,8000000
2,4,3,2.5,3,6500000
2,4,3,3,3,10500000
2,4,3,2.5,3,6500000
2,4,3,3,3,6500000
2,4,3,3,3,6600000
2,4,3,3,3,6700000
2,4,3,3,3,6500000
2,4,3,4,3,11000000
2,4,3,4,3,7800000
2,4,3,4,3,10000000
2,4,2,3,2,1525000
2,4,2,3,2,1550000
2,4,2,3,2,1530000
2,4,2,3,2,1650000
2,4,2,3,2,1850000
2,4,2,3,2,1750000
2,4,2,3,2,1590000
2,4,2,3,2,1590000
2,4,2,3,2,2000000
2,4,2,3,2,1400000
2,4,2,3,2,1800000
2,4,0,2,2,2700000
2,4,0,2,3,3200000
2,4,0,2.5,4,4000000
2,4,0,2.5,2,2300000
2,4,0,3,2,2300000
2,4,2,3,2,1700000
2,4,2,3,2,1500000
2,4,2,3,2,1600000
2,4,5,7,4,15000000
2,4,3,3,3,8500000
2,4,5,5,4,14000000
2,4,4,7,4,24000000
2,4,4,7,4,24000000
2,4,2,5,2,10200000
2,4,3,4,4,6500000
2,4,2,3,3,4500000
2,4,3,3,4,4800000
2,4,6,5,4,9200000
2,4,3,3,3,12500000
2,4,0,10,0,16000000
2,4,2,2.5,3,6700000
2,4,6,10,5,16000000
2,4,6,10,5,18000000
2,4,5,10,4,25000000
2,4,5,10,4,26000000
2,4,0,6,3,13000000
2,4,5,10,4,22500000
2,4,0,3,3,5500000
2,4,0,5,4,8000000
2,4,5,10,4,26500000
2,4,0,6,5,12500000
2,4,0,5,5,10000000
2,4,4,5,3,10500000
2,4,4,5,3,12500000
2,2,9,9.6,9,35500000
3,2,0,6.2,3,5000000
3,2,3,7.1,3,20500000
3,2,3,7.1,3,20000000
3,2,4,9.8,4,22500000
3,2,2,3.6,2,6000000
2,2,3,6.1,3,15000000
3,2,2,3.8,2,5200000
3,2,3,7.3,3,14900000
3,2,3,7.3,3,12900000
3,2,2,3.6,2,5850000
3,2,2,3.6,2,6700000
2,2,3,8,3,21000000
2,2,3,8,3,12000000
2,2,4,6.1,3,9200000
2,2,5,14,4,14500000
3,2,2,4.2,2,4500000
2,2,4,8,3,11000000
3,2,3,8,3,7000000
2,2,4,5,3,5000000
2,2,3,8,3,15500000
2,2,3,6,3,14000000
2,2,3,6,3,14500000
2,2,3,6,3,14500000
2,2,3,6,3,14700000
2,2,3,6,3,14800000
2,2,3,6,3,14300000
2,2,3,6,3,14100000
2,2,3,6,3,15000000
2,2,3,6,3,15200000
3,2,2,4.2,2,6000000
3,2,2,4.2,2,6100000
3,2,2,4.2,2,6200000
2,2,3,8,3,19000000
2,2,3,6.1,3,13500000
3,2,2,4.2,2,5200000
3,2,3,10,3,9500000
3,2,2,5.1,2,4500000
3,2,2,4.2,2,4500000
3,2,2,4.2,2,6500000
3,2,2,4.2,2,5500000
2,2,3,3.2,2,9000000
3,2,2,6.2,3,5500000
3,2,2,6.2,3,5500000
2,2,2,4.8,2,10000000
2,2,2,4.8,2,10000000
2,2,3,9.6,6,27000000
2,2,3,9.6,6,27100000
2,2,3,9.6,6,27200000
2,2,2,9.6,6,27000000
2,2,2,9.6,6,27200000
2,2,4,14,4,15000000
3,2,3,5.3,3,13000000
3,2,3,5.3,3,15000000
3,2,3,6.4,3,16000000
3,2,3,6.4,3,18000000
3,2,3,7.8,3,20000000
3,2,3,7.8,3,17000000
3,2,3,8,3,18000000
3,2,2,4.2,2,9000000
3,2,2,4.2,2,10000000
3,2,2,4.2,2,11000000
3,2,0,5.3,3,6500000
2,2,0,16,0,35000000
2,2,0,3.2,6,6500000
3,2,0,5.3,3,6000000
2,2,0,8,0,40000000
2,2,0,8,0,40000000
2,2,0,12,0,51000000
0,2,0,10,0,21000000
1,2,0,10,0,21000000
2,2,0,9.6,0,52500000
2,2,0,16,0,80000000
2,2,0,16.6,0,50000000
2,2,0,8,0,27500000
2,2,0,12,0,52500000
2,2,0,9.3,0,45000000
2,2,0,16,0,75000000
2,2,0,8,0,30000000
2,2,0,9.3,0,55000000
2,2,0,8,0,23500000
0,2,0,9.3,0,18000000
2,2,4,4.8,4,28000000
2,2,4,4.8,4,28000000
2,2,4,5.1,4,38000000
3,2,2,3.8,2,4800000
2,2,3,9.6,6,26500000
2,2,2,8,3,12500000
2,2,3,16,6,30000000
2,2,3,9.6,6,27000000
3,2,2,7.8,3,12000000
2,2,0,16,0,250000000
3,0,1,2,1,2000000
3,0,3,6.1,3,4500000
3,0,2,3.6,2,4000000
3,0,2,3.6,2,3800000
3,0,1,2,1,2000000
3,0,1,2,1,1700000
3,0,2,3.6,2,4000000
3,0,3,6.1,3,4300000
3,0,2,3.8,2,3800000
3,0,1,2,1,2200000
2,1,0,3.5,2,1900000
2,1,4,5,4,4500000
2,1,0,10,5,13500000
2,1,0,10,4,14500000
2,1,0,10,3,8500000
2,1,0,10,6,13000000
2,1,0,5,4,8000000
2,1,0,5,3,5500000
2,1,0,10,3,9000000
2,1,0,10,2,9000000
2,1,2,6,2,5700000
2,1,4,8,4,11000000
2,1,6,7.6,6,15000000
2,1,0,4,0,3800000
2,1,0,11,0,25000000
2,1,0,6,0,9000000
2,1,0,6,0,8000000
2,1,0,4,0,6500000
2,1,0,4,0,6500000
2,1,0,5,4,9500000
2,1,0,11,0,11000000
2,1,0,4.5,0,3900000
2,1,0,8,0,11000000
2,1,0,5,0,10000000
2,4,3,2,3,5500000
2,4,4,5,3,10500000
2,4,3,5,3,15000000
2,4,3,5,3,11000000
2,4,3,5,3,11200000
2,4,3,5,3,12500000
2,4,3,5,3,13000000
2,4,5,10,5,20000000
2,4,3,4,3,7500000
2,4,0,10,5,18500000
2,4,0,10,5,20000000
2,4,0,5,3,10500000
2,4,0,4.7,3,8500000
2,4,0,5,3,11800000
2,4,0,9,3,16500000
2,4,0,10,5,17500000
2,4,0,5,5,16000000
2,4,0,9,3,17000000
2,4,0,10,5,18500000
2,4,3,5,3,7500000
2,4,3,5,3,7600000
2,4,4,5,3,12000000
2,4,3,2,3,6000000
2,4,8,10,5,29000000
2,4,2,3,1,4000000
2,4,3,2,3,6000000
2,4,3,5,3,11500000
2,4,3,6,3,13500000
2,4,3,6,3,13500000
2,4,3,3,3,6000000
2,4,3,3,3,6500000
2,4,4,4,4,9000000
2,4,3,5,3,11500000
2,4,3,6,3,14500000
2,4,4,5,3,9500000
2,4,4,6,3,10000000
2,4,5,10,4,20000000
2,4,5,10,4,20000000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,3,2,3,6500000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,3,3,3,8000000
2,4,2,2,2,6000000
2,4,4,4,3,7000000
2,4,3,3,3,8000000
3,4,0,2.2,1,3800000
3,4,0,2.9,1,3350000
3,4,0,4.2,2,4750000
3,4,0,2.2,1,4250000
3,4,0,2.2,1,4000000
2,4,6,10,6,25000000
2,4,3,4,3,7500000
2,4,5,10,5,23000000
2,4,3,4,3,8000000
2,4,4,5,4,11000000
2,4,5,5,5,11000000
2,4,2,4,2,6000000
2,4,4,5,3,11500000
2,4,2,6,2,12000000
2,2,4,8.6,4,57000000
3,2,3,8.9,3,47500000
3,2,3,7.6,3,32500000
3,2,3,12.4,3,35000000
2,2,6,15,6,93800000
3,2,3,7.1,3,17000000
3,2,2,2.4,3,2600000
3,2,0,3.1,0,6500000
3,2,0,4.9,0,6500000
2,2,0,8,0,42500000
2,2,0,9.3,0,29000000
3,2,0,4.7,0,7000000
3,2,0,7.1,0,17500000
2,2,0,12,0,50000000
2,2,0,16,0,90000000
3,2,0,4,0,7000000
3,2,0,4.2,0,8500000
3,2,0,4.2,0,11000000
3,2,0,7.1,0,18500000
2,2,0,9.6,0,34000000
2,2,0,9.6,0,29000000
1,2,0,9.3,0,16000000
1,2,0,9.3,0,21000000
3,2,0,7.1,0,14500000
2,2,3,8,3,19000000
2,2,3,8,3,18500000
3,2,0,3.1,0,6000000
3,2,0,3.1,0,4500000
3,2,0,6.1,0,17000000
0,2,0,9.6,0,17500000
3,2,0,4.4,0,9000000
3,2,0,4.4,0,9000000
2,2,0,9.3,0,30000000
3,2,0,2.7,0,6000000
3,2,0,4.7,0,9000000
3,2,1,1.8,1,1500000
3,2,1,2,0,5200000
3,2,1,1.8,0,7000000
3,2,2,4.3,2,14000000
3,2,3,5.1,3,13500000
3,2,2,4.9,3,8200000
3,2,2,4.4,2,7000000
3,2,3,4.9,3,9000000
3,2,3,8,3,16500000
3,2,2,9.8,3,38000000
3,2,2,2.2,2,4800000
3,2,2,4.4,2,6000000
3,2,2,4.4,2,11500000
3,2,2,4.4,2,9000000
2,2,2,4,4,35000000
3,2,2,4.4,2,13000000
2,2,3,8,3,5800000
3,2,2,4.2,2,5400000
3,2,2,4.2,2,6300000
3,2,2,4.2,2,5750000
3,2,2,4.2,2,5600000
3,2,2,4.2,2,5000000
3,2,2,4.2,2,5150000
3,2,3,7.5,3,30000000
3,2,3,8.9,3,48000000
3,2,4,12,4,48000000
3,0,0,4.1,0,4562000
3,0,0,1.5,0,1663000
3,0,0,5,0,5629000
3,0,0,5,0,5629000
3,0,0,4.1,0,5462000
3,0,0,1.5,0,1663000
3,0,0,5,0,5629000
3,0,0,5,0,5629000
2,0,4,5,4,5300000
2,0,0,6,0,11500000
2,0,5,4,4,11500000
2,0,10,14.2,10,35000000
2,0,4,8,4,30000000
2,3,0,3.5,3,6500000
2,3,0,5,0,9500000
2,3,0,6,4,10500000
2,3,0,6.5,3,14000000
2,3,0,12.5,0,28000000
2,3,0,5.2,0,8000000
2,3,0,4,0,7500000
2,3,0,5,0,7500000
2,3,0,5,0,7500000
2,3,0,5,0,7500000
2,3,0,5,0,13500000
2,3,0,5.2,0,8000000
2,3,5,7,5,14000000
2,3,5,7,5,14000000
2,3,5,7,5,14000000
2,1,0,16,0,80000000
2,1,0,10,5,9000000
2,1,0,10,5,10500000
2,1,0,12,2,4500000
2,1,0,12,6,15000000
2,1,0,10,0,0
3,1,1,2,1,2400000
2,1,0,10,0,13000000
2,1,6,10,5,19500000
2,1,4,5,3,10500000
2,1,6,10,6,25500000
2,1,6,12,5,21500000
2,1,0,10,4,15000000
2,1,0,10,6,13500000
2,1,0,10,6,13500000
2,1,0,1,0,2800000
2,1,0,2,0,5000000
2,1,0,3,0,6500000
2,1,0,4,0,9500000
2,1,0,5,0,16000000
2,1,0,6,0,17000000
2,1,0,5,0,8800000
2,1,0,3,0,7000000
2,1,0,10,0,22500000
2,1,2,2.5,2,2800000
2,1,0,5,5,12000000
2,1,0,5,5,9500000
2,1,0,5,5,8500000
2,1,0,10,0,13000000
2,1,0,10,6,13000000
2,1,0,10,5,14000000
2,1,0,10,7,16000000
2,1,0,5,2,6000000
2,1,0,5,4,9000000
2,1,0,5,4,12000000
2,1,0,12,6,15000000
2,1,0,10,6,14000000
2,1,0,6.5,2,13500000
2,1,0,10,6,22500000
2,1,0,10,4,22500000
1,4,0,5,5,18000000
2,4,4,7,4,19000000
2,4,4,5,3,17000000
2,4,5,12,4,25500000
3,4,3,10,3,20000000
2,4,3,3,4,7500000
2,4,4,10,6,15000000
2,4,4,10,4,22500000
3,2,3,7.6,3,37500000
3,2,3,8.9,3,46000000
3,2,2,4.4,2,3600000
2,2,5,14,5,16000000
3,2,2,2.4,1,2800000
2,2,4,8,3,9800000
3,2,2,4.2,2,4700000
2,2,4,8,3,8500000
2,2,4,5,3,5000000
3,2,3,8,3,7200000
2,2,4,8,3,10700000
3,2,3,5.3,3,4600000
3,2,2,3.8,2,3800000
3,2,3,8.7,3,13000000
3,2,3,6.4,3,9600000
3,2,2,4.4,2,6500000
3,2,1,2.7,1,4980000
0,2,3,9.6,3,14000000
2,2,6,9.6,6,47000000
2,2,4,4.8,4,15000000
2,2,4,4.8,4,18000000
2,2,8,9.6,8,37500000
2,2,6,16,6,35000000
2,2,6,9.6,6,31000000
2,2,6,9.6,6,31000000
3,2,3,5.8,3,9500000
3,2,3,6.2,3,11500000
3,2,3,5.8,3,9500000
3,2,0,3.3,2,4800000
3,2,2,3.1,2,6000000
3,2,3,5.8,3,9800000
1,2,2,5.6,2,6500000
1,2,3,9.6,3,17000000
0,2,3,9.6,3,14000000
3,2,0,5.3,0,13000000
3,2,0,5.3,0,15000000
3,2,0,6.4,0,16000000
3,2,0,6.4,0,18000000
3,2,0,7.8,0,20000000
3,2,0,7.8,0,21000000
3,2,0,8,0,25000000
3,2,0,4.2,0,9000000
3,2,0,4.2,0,10000000
3,2,0,4.2,0,11000000
3,2,0,4.2,0,10000000
3,2,0,4.2,0,9000000
3,2,0,4.2,0,11000000
3,2,0,4.2,0,10000000
3,2,0,4.2,0,9000000
2,2,3,4.8,4,7500000
3,2,4,7.3,3,11000000
3,2,0,4.2,2,6000000
3,2,0,4.2,2,5000000
2,2,0,9.4,3,9300000
2,2,0,5,3,11000000
3,2,0,10,3,11000000
3,2,0,4.9,2,5000000
2,2,0,8,3,12500000
2,2,0,14,4,14500000
3,2,0,4.2,2,6000000
3,2,0,4.2,2,5000000
2,2,0,9.4,3,9300000
2,2,0,5,3,11000000
3,2,0,10,3,11000000
3,2,0,4.9,2,5000000
2,2,0,8,3,12500000
2,2,0,14,4,14500000
2,2,5,14,4,15500000
2,2,3,8,3,12500000
2,2,3,8,3,12000000
2,2,3,8,3,11600000
2,2,3,8,3,11800000
2,2,3,8,3,12000000
2,2,3,8,3,13200000
2,2,3,8,3,19500000
3,2,4,8.9,4,17500000
3,2,3,6.9,3,17500000
3,2,2,4.4,2,9000000
2,2,2,4,4,33000000
3,2,3,4.9,3,10000000
3,2,2,5.3,2,11000000
3,2,2,4,2,11500000
3,2,2,2,2,7000000
3,2,2,4.2,2,6800000
3,2,0,4.2,2,6000000
3,2,3,7.1,3,13800000
2,2,4,6.1,3,9500000
3,2,2,4.2,2,5200000
2,2,5,14,4,14000000
3,2,3,8,3,7500000
2,2,4,5,3,5000000
2,2,4,8,3,8800000
2,2,0,16,0,52500000
2,2,0,8,0,23000000
3,0,2,6,2,4100000
2,0,4,5,4,15000000
2,0,3,5,3,3500000
2,0,3,5,2,5800000
3,0,2,3.6,2,3900000
3,0,8,3.3,2,5800000
2,3,0,2.5,3,4600000
2,3,0,3.8,3,7000000
2,1,0,5,4,9000000
2,1,0,5,5,9000000
2,1,0,10,6,14500000
2,1,0,10,0,15000000
2,1,0,5,0,9000000
2,1,0,5,0,11000000
2,1,0,5,0,9000000
2,1,0,5,0,9500000
2,1,0,8,0,9000000
2,1,0,9,0,12500000
2,1,0,5,0,11500000
2,1,0,5,0,5000000
2,1,0,5,0,6500000
2,1,0,6,0,9000000
2,1,0,5,6,9000000
2,1,0,5,4,12000000
2,1,0,5,4,10500000
2,1,0,5,4,11500000
2,1,0,4.5,4,8500000
2,1,0,5,4,8500000
2,1,0,9,5,16500000
2,1,0,10,5,15000000
2,1,0,10,5,20000000
2,1,0,2.8,4,6000000
2,1,0,5,4,6000000
2,1,0,5,6,9000000
2,1,0,10,5,21000000
2,1,0,10,5,15000000
2,1,0,5,4,12000000
2,1,0,3,0,2200000
2,1,0,7,6,14000000
2,1,0,5,2,6500000
2,1,0,5,4,13000000
2,1,0,10,6,13000000
2,1,0,5,4,10500000
2,1,0,9,7,16500000
2,1,0,10,2,11500000
2,1,0,5,4,11500000
2,1,0,5,4,7500000
2,1,0,13,5,20500000
2,1,0,5,5,11500000
2,1,0,13,6,17000000
2,1,0,5,4,10500000
2,1,0,4,4,8500000
2,1,0,6,4,6500000
2,1,0,10,5,18000000
2,1,0,3.6,3,7500000
2,1,0,7.6,5,12000000
2,1,0,7,4,16000000
2,1,0,7,4,13000000
2,1,0,5,4,11000000
2,1,0,7,5,12000000
2,1,0,5,5,10500000
2,1,0,7,4,13000000
2,1,0,4,4,8500000
2,1,0,3,4,6500000
2,1,0,9,7,17000000
2,1,0,5,4,11000000
2,1,0,10,5,13000000
2,4,3,5,4,5000000
2,4,5,10,4,25000000
2,4,4,5,3,15000000
2,4,3,3,3,4500000
2,4,4,5,3,15000000
2,4,5,5,5,6000000
2,4,6,10,6,16500000
2,4,4,5,3,15000000
2,4,3,5,3,9000000
2,4,4,5,3,15000000
2,4,3,5,4,9500000
2,4,0,13,0,34000000
2,4,3,2.5,3,5500000
2,4,2,2,2,5000000
2,4,3,1.5,3,4000000
2,4,2,2.8,3,6000000
2,4,2,2,2,4000000
2,4,3,3,4,7000000
2,4,0,3.5,3,8500000
2,4,2,1.8,3,4500000
2,4,3,5,6,9500000
2,4,2,2.5,4,5500000
1,2,0,10.2,0,18000000
1,2,0,11.4,0,19000000
1,2,0,9.6,0,19000000
2,2,0,8,0,27000000
3,2,2,4.7,2,8500000
2,2,3,9.4,3,9000000
2,2,3,9.4,3,8800000
2,2,3,9.4,3,9500000
2,2,3,9.4,3,9000000
2,2,3,9.4,3,11000000
2,2,3,9.4,3,9200000
3,2,2,3.7,2,5775000
3,2,2,5.3,2,7800000
3,2,3,8.2,3,12000000
2,2,4,14,4,16000000
2,2,3,6.1,3,14700000
2,2,3,6.1,3,14700000
2,2,2,6,4,4000000
3,2,3,7.3,3,26000000
3,2,3,4.2,3,6500000
3,2,3,10,3,11500000
3,2,3,8.8,3,13500000
2,2,3,8,3,13600000
2,2,3,8,3,20000000
3,2,2,4,2,11000000
2,2,3,6.1,3,14700000
3,2,2,4.2,2,6500000
3,2,3,7.1,3,21500000
3,2,3,10,3,11500000
3,2,3,9.3,3,37000000
2,2,3,8,3,13600000
2,2,3,8,3,20000000
3,2,2,4.2,2,6500000
3,2,3,10,3,11500000
3,0,2,4.9,3,95000000
3,0,2,5,2,10500000
2,0,5,8,5,19500000
2,0,5,8,5,19000000
2,0,5,14.2,5,26500000
2,0,5,14.2,5,25500000
3,0,2,3.6,2,3800000
2,3,4,5,4,9500000
2,1,3,10,3,9000000
2,1,2,5,2,10000000
2,1,0,5,0,6000000
3,1,0,4,1,4800000
3,1,0,4.7,3,5500000
2,1,3,5,2,5900000
2,1,3,5,2,5800000
2,1,4,5,3,10500000
2,1,5,5,5,9000000
2,1,4,5,4,9500000
2,1,5,5,5,12000000
2,1,5,7,5,12500000
2,1,5,5,5,9000000
2,1,4,5,4,9500000
2,1,8,10,7,15000000
3,1,0,1.9,0,2420000
3,1,0,3.7,1,485000
3,1,0,3.1,1,4047000
3,1,0,2.7,1,3578000
3,1,0,2.3,1,2970000
3,1,0,2.1,1,2744000
3,1,0,1.9,1,2420000
3,1,0,2.3,1,2970000
3,1,0,3.7,1,4846000
3,1,0,2.7,1,3578000
3,1,0,3.4,1,4447000
3,1,0,5.8,3,7521000
3,1,0,4.6,2,6027000
3,1,0,4.5,2,5825000
3,1,0,4.1,2,5327000
3,1,0,4.2,2,5454000
3,1,0,2.4,0,3480000
3,1,0,3.3,0,5000000
3,1,0,2.4,0,3746000
3,1,0,2.4,0,3731000
3,1,0,2.4,0,3480000
3,1,0,3.3,0,5000000
3,1,0,2.4,0,3746000
3,1,0,2.4,0,3731000
2,4,3,3,3,7500000
2,4,3,3,3,7500000
2,4,4,10,4,20000000
2,4,3,5,3,12800000
2,4,3,3,3,10000000
2,4,0,5,0,16500000
2,4,4,5,4,12500000
2,4,0,5,3,12500000
2,4,3,2.2,3,3300000
2,4,4,5,4,10500000
2,4,3,5,3,10500000
2,4,4,5,4,12000000
2,4,5,5,5,18500000
2,4,5,10,5,20000000
2,4,5,10,5,24000000
2,4,5,10,5,22500000
2,4,5,10,5,23000000
2,4,5,10,4,32000000
2,4,5,10,5,23500000
2,4,3,3,3,20000000
2,4,3,3,3,5800000
2,4,5,10,5,23500000
2,4,5,10,5,27000000
2,4,5,10,5,20000000
2,2,3,8,3,13600000
2,2,3,8,3,20000000
2,2,3,6.1,3,14700000
2,2,3,8,3,13600000
2,2,3,8,3,20000000
2,2,3,6.1,3,14700000
2,2,7,19.2,6,70500000
3,2,3,10.7,3,16000000
3,2,3,4.4,3,6500000
3,2,3,5.6,3,6000000
3,2,2,4,2,5000000
3,2,3,8,3,12000000
3,2,3,8,3,12000000
3,2,4,8,4,6000000
3,2,4,8,4,6000000
2,2,3,8,3,14000000
3,2,3,4.9,3,11000000
3,2,2,3.3,2,4800000
2,2,3,4.8,2,13500000
2,2,4,8,3,10000000
2,2,5,14,4,13500000
2,2,4,8,3,10500000
3,2,3,8,3,7800000
2,2,4,5,3,5000000
3,2,2,4.2,2,4800000
3,2,2,4.2,2,6500000
2,2,3,8,3,15200000
2,2,3,8,3,12500000
3,2,2,4,2,7500000
2,2,3,6,3,15500000
3,2,0,4.4,2,12000000
2,2,0,12,5,67500000
3,2,0,5.3,6,23000000
1,2,0,8,0,13000000
1,2,0,4.8,3,8000000
2,2,0,4.8,0,16000000
0,2,3,8,3,14000000
2,2,0,8,4,60000000
2,2,0,8,4,60000000
3,2,0,4.2,2,11000000
0,2,3,6,3,8500000
3,2,2,2.4,2,5600000
3,2,0,16.7,0,72500000
3,2,0,5.3,0,8000000
2,2,0,16,0,45000000
2,2,0,16,0,42500000
2,2,0,8,0,33000000
2,2,0,8,0,35000000
3,2,0,4,0,5000000
3,2,0,4.4,0,5500000
3,2,0,4.4,0,7500000
3,2,0,4.2,2,10000000
3,2,2,4.2,2,7000000
3,2,3,10,3,11500000
3,2,3,10,3,12500000
3,2,4,13.1,4,14500000
3,2,4,13.1,4,15000000
3,2,2,4.2,2,6500000
3,2,2,5.6,5,4500000
2,2,0,9.6,6,24000000
2,2,2,8,3,15000000
3,2,1,2.4,1,3000000
2,2,3,8,3,9900000
2,2,0,16,0,55000000
2,2,0,16,0,45000000
3,2,0,4,0,9000000
3,2,0,4,0,9000000
3,2,0,5.8,0,13500000
3,2,0,4,0,8500000
2,2,0,16,0,45000000
3,2,0,11.1,0,16000000
3,2,1,2,2,1550000
2,2,0,2.6,2,3200000
2,2,0,2.6,2,2500000
2,2,0,2.6,2,2400000
2,2,0,2.6,2,4500000
2,2,0,2.6,2,3600000
2,2,2,2.6,2,4500000
2,2,2,2.6,2,5000000
2,2,2,2.6,2,3800000
2,2,2,2.6,2,3800000
2,2,2,2.6,2,4800000
2,2,2,2.6,2,4800000
2,2,2,2.6,2,5200000
2,2,2,2.6,2,5000000
2,2,0,2.6,2,3200000
2,2,0,2.6,2,2800000
2,2,0,2.6,2,3000000
2,2,0,2.6,0,1500000
2,2,0,2.6,0,1450000
2,2,0,2.6,0,1350000
2,2,0,2.6,0,1200000
2,2,2,4.8,2,6500000
2,2,2,3.4,2,6500000
2,2,2,3.4,2,4700000
2,2,0,3.4,2,6500000
2,2,2,2.6,2,5000000
2,2,0,2.6,2,3200000
2,2,0,2.6,2,3400000
2,0,1,7,4,31000000
2,0,7,10,6,45000000
2,0,4,10,4,35000000
3,0,2,4.1,2,5800000
3,0,3,4.9,3,7800000
2,0,0,5,2,7800000
3,0,2,3.3,2,5700000
3,0,0,3.1,1,5950000
3,0,0,3.6,1,6800000
3,0,0,4.9,2,9350000
3,0,0,6.2,2,11900000
3,0,0,3.1,1,5950000
3,0,0,3.6,1,6800000
3,0,0,4.9,2,9350000
3,0,0,6.2,2,11900000
3,0,0,3.1,1,5950000
3,0,0,3.6,1,6800000
3,0,0,4.9,2,9350000
3,0,0,6.2,2,11900000
3,0,2,3.3,2,4888000
2,0,6,7.6,5,13500000
2,0,6,16,6,36700000
2,0,0,16,0,36700000
2,1,0,5,0,10500000
2,1,3,5,2,4600000
3,1,0,7.1,2,16000000
2,1,5,16,5,35000000
2,1,8,10,7,14000000
2,1,0,9.5,4,12000000
2,1,0,10,3,10000000
2,1,0,17,8,24000000
2,1,0,13,6,20000000
2,1,0,6,4,12500000
2,1,0,11,5,22500000
3,1,0,6,3,4000000
2,4,2,5,2,11500000
2,4,5,10,5,21000000
2,4,0,10,4,21500000
2,4,5,12,5,25500000
2,4,0,5,3,12500000
2,4,0,10,4,20500000
2,4,0,10,4,20000000
2,4,6,5,5,13000000
2,4,7,10,5,35000000
2,4,4,4,3,9500000
2,4,4,3,3,6000000
2,4,5,13,4,32200000
2,4,6,5,5,15500000
2,4,6,5,5,16500000
2,4,6,12,4,25000000
2,2,2,2.6,2,4200000
2,2,2,2.6,2,1800000
2,2,2,2.6,2,2700000
2,2,0,8,6,63000000
2,2,0,8,5,65000000
3,2,0,4.4,2,10000000
2,2,0,12,5,95000000
2,2,3,8,3,14500000
2,2,3,8,3,10500000
2,2,4,14,4,17000000
2,2,3,5,3,8600000
3,2,4,13.3,4,17300000
3,2,4,13.3,4,17400000
3,2,4,13.3,4,17400000
3,2,3,10,3,12800000
2,2,0,18,0,42500000
2,2,0,16,0,52500000
2,2,0,16,0,50000000
2,2,0,16,0,36000000
2,2,0,16,0,58000000
